Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'3309 Benton St',2.632667,1963,1325,1,1,0.2,1.3,0.3,2.211152,182500
'125 Ivory Palm Ter',2.648837,2016,1653,2,2,0.5,2.4,1.6,2.353413,1080000
'8202 Alix Ave',2.556778,1901,936,0,0,0.3,0.8,?,2.232001,270000
'10810 Oak Run Rd',2.503955,?,900,2,2,3.5,?,5.5,2.120226,?
'1765 Yerba Buena Rd',2.613959,1973,1729,2,2,0.3,?,0.4,2.354383,701794
'2322 La Terrace Cir',2.594114,1985,1138,1,1,?,1.6,1.3,2.277791,455000
'1469 Cliffwood Dr',2.596487,1959,910,1,1,0.3,0.4,0.6,2.153138,?
'908 Saint Joseph Ave',2.702309,1957,2950,2,2,0.4,1.9,2.5,2.372618,830000
'643 Plaza Invierno',2.606692,1986,1848,2,2,0.2,?,1.4,2.284402,?
'6500 Whitworth Dr',2.67648,1934,3208,2,2,0.3,?,1.8,2.176981,?
'5249 Baltimore St',2.604254,1922,1406,5,1,0.3,?,0.2,2.20678,175000
'124 Canfield St #A',2.575676,1977,1173,0,0,0.7,1.1,1.8,2.262534,425000
'1714 N Spring Ave',2.575826,1938,1204,2,2,0.5,1,2.5,2.269108,?
'3505 Maplewood Ave',2.643224,1949,1227,0,0,0.3,0.3,0.5,2.088348,?
'7312 Farmdale Ave',2.609835,1947,1730,4,4,0.2,?,?,2.302374,600000
'632 N Normandie Ave',2.630001,1924,1627,0,0,0.3,0.8,2.7,2.105273,?
'116 Loma Vista Ct',2.682067,1975,2804,2,2,0.4,1.1,1.9,2.328381,?
'380 Auburn Way APT 23',2.585824,1970,1099,1,1,0.7,2,1.8,2.277289,380000
'114 Via Teresa',2.684332,1953,1804,2,2,0.8,0.9,1.2,2.389325,1450000
'634 N Cherokee Ave',2.706627,1926,3187,2,2,0.8,0.3,1.6,2.439001,2815000
'59 Tilton Ter',2.654365,1941,1732,2,2,0.9,1.2,0.7,2.263235,?
'1312 Dix St',2.635857,1954,1260,2,2,0.4,1.5,1.9,2.268788,?
'1143 S Highland Ave',2.638383,1925,2138,0,0,0.3,0.7,?,2.273424,?
'3845 Lavell Dr',2.684332,1928,3923,0,0,0.7,?,1.7,2.336626,?
'515 Minton Ln',2.676446,1996,1635,1,1,0.4,0.9,2.2,2.348868,905000
'3631 Santiago St',2.649195,1944,1315,0,0,0.5,0.8,1.6,2.113594,?
'1079 Hewitt Dr',2.682526,1957,1650,0,0,0.3,1.5,1.6,2.388114,1559000
'652 Luna Park Dr',2.620525,2009,1660,2,2,1.4,0.9,1.4,2.323577,710000
'1383 Arnold Ave',2.48853,1946,1006,1,1,0.2,0.8,2.1,2.327094,696000
'20270 Ponderosa Way',2.574012,2006,2430,2,2,12,?,12.1,2.229024,?
'33 Morehouse Dr',2.623771,1974,1805,0,0,3.2,?,2.1,2.316596,665000
'343 Alamo Ave',2.621303,1962,1000,2,2,0.9,1.4,4.1,2.314317,750000
'7902 Rebel Ln',2.615239,1995,3044,5,5,2.2,?,3.2,2.298959,?
'6501 14th St',2.524727,1945,1095,2,2,0.4,?,0.3,2.244139,390000
'1563 Four Oaks Rd',2.643502,1989,1669,2,2,0.4,1.2,1.8,2.338148,740000
'3131 Membrillo Corte',2.649144,1990,1543,2,2,0.5,1.4,0.4,2.317165,?
'1700 San Carlos Ave APT 301',2.658365,1963,3000,2,2,0.6,1.3,1.5,2.336127,785000
'335 Los Encinos Dr #335',2.501934,1992,1664,0,0,?,?,4.2,?,?
'8430 Reading Ave',2.620525,1947,1106,2,2,0.6,?,?,2.151693,?
'451 W Maple St',2.648581,1936,?,1,1,1,0.7,1.8,2.323967,865000
'328 Expedition Ln',2.62966,2016,1633,2,2,0.7,1.9,2.9,2.33209,801000
'1255 N Harper Ave APT 11',2.551525,1960,429,1,1,0.5,?,0.9,2.241613,300000
'113 Newman St',2.649855,1900,?,0,0,0.3,?,?,2.372345,1250000
'613 Lassen St',2.646224,1963,1900,0,0,0.2,1.2,0.5,2.345235,1030000
'7210 Eagle Ridge Dr',2.638902,2006,3574,2,2,1.6,0.7,1.8,2.355763,1054000
'4275 Via Arbolada UNIT 309',2.58874,1983,1475,2,2,0.3,?,1.3,2.29067,560000
'17225 Custer Ave',2.572777,?,1920,0,0,2.4,1.2,2.1,2.162311,?
'1380 Highway 190',2.530537,1963,1865,0,0,12.7,?,25.9,?,?
'2682 Cunard St',2.647282,2016,2334,0,0,0.1,?,1.3,2.242603,32500
'4865 Mount Royal Dr',2.622072,2011,2045,2,2,0.6,?,0.1,2.315351,?
'8854 Thrasher Ave',2.804787,1967,10000,0,0,0.6,3.1,1.9,2.520505,?
'1271 Moraga St',2.64378,1949,1060,3,3,0.3,0.9,0.2,2.016665,?
'447 Connecticut St',2.705575,1907,2673,5,5,0.1,2.3,0.3,2.417994,1795000
'2107 W 31st St',2.615661,1907,1708,0,0,?,?,?,2.205003,210000
'318 8th St',2.560017,1963,1015,0,0,0.4,0.3,0.2,?,?
'1018 E 84th St',2.581555,1926,1462,2,2,0.3,0.6,?,2.232862,?
'1337 Starlite Dr',2.625792,1970,1890,3,3,0.4,2.6,2.7,2.309496,550000
'5966 Golden Vista Dr',2.621689,2016,2327,2,2,0.6,?,1.5,2.350819,859500
'557 Giuffrida Ave APT B',2.59748,1979,1520,2,2,0.2,?,1.2,2.311173,?
'6183 Springer Way',2.632732,1976,1531,2,2,0.2,?,1.2,2.338364,625000
'200 Roosevelt Ter',2.61854,1995,1194,0,0,0.6,1.2,1.7,2.289965,470000
'1101 Pacific Ave APT 602',2.65611,2000,1358,1,1,0.3,0.6,0.8,2.362004,1030000
'13809 S Wilkie Ave',2.603756,1956,1660,0,0,0.4,1.3,2.9,2.293071,550000
'3400 San Marino St #C',2.60224,1922,1491,0,0,0.1,?,?,2.195837,?
'1505 W 98th St',2.580864,1939,1182,5,2,0.5,1.7,0.6,2.264435,445000
'4278 Warren Ave',2.605728,1954,2047,2,2,0.8,0.7,2.5,2.299394,630000
'1217 N Myers St',2.633317,1927,2282,2,2,0.2,1.1,0.8,2.211314,?
'1514 Kingsgate Dr',2.687234,1958,1512,2,2,0.9,0.7,0.5,2.132442,1655000
'1618 W 83rd St',2.669358,1947,?,0,0,0.3,2.7,1.6,?,?
'1069 Almaden Village Ln',2.63101,1989,1673,2,2,0.5,0.7,0.9,2.31921,585000
'548 Elvis Dr',2.642099,1968,1926,2,2,0.1,?,0.3,2.351027,739000
'9424 Golden Dr',2.564529,1957,1418,1,1,0.1,2.1,3.2,2.142888,?
'7831 Tanias Ct',2.616496,1999,1785,0,0,0.9,?,2.8,2.278258,362500
'1209 Yarwood Ct',2.567105,1988,658,0,0,1.3,0.4,0.8,2.265012,385000
'279 S 24th St',2.592721,1926,690,0,0,0.4,2.4,0.6,2.297496,?
'7134 W 91st St',2.609508,1952,1734,2,2,0.1,?,?,2.123851,?
'14153 Tina Lake Ln',2.592955,1997,2038,2,2,5.5,11.2,11.1,2.25946,450000
'416 S Spring St APT 505',2.603065,1914,1080,0,0,?,1.4,1.2,?,?
'702 Olds Ave',2.515402,1979,1102,2,2,0.3,1.7,1,2.101328,?
'2717 Massachusetts Ave',2.658143,1952,1020,0,0,0.1,0.4,0.7,2.353002,1175000
'6388 Stewart Ln',2.531646,1973,1154,0,0,0.9,?,4.7,2.062801,73500
'16815 Jackson Oaks Dr',2.637701,1973,2592,3,3,?,?,2.6,2.338867,955000
'5327 Lincoln Ave',2.600427,1922,705,0,0,0.4,?,0.2,2.3023,650000
'1927 Heatherdale Ave',2.634599,1946,1700,3,3,0.9,0.9,1,2.24192,?
'10911 Chalon Rd',2.843909,1999,16251,10,10,2.2,?,2.5,2.591946,17000170
'2664 N Valle Verde Dr',2.484519,1957,2569,2,2,?,1.9,0.9,?,?
'10930 Grape St',2.557167,1924,767,0,0,0.1,0.6,?,2.186911,175000
'617 N June St',2.705144,1927,3722,0,0,0.7,0.4,1.6,2.419561,1770000
'719 W Athens Blvd',2.586211,1947,1618,0,0,0.4,1.3,1.4,2.109686,?
'4644 Triggs St',2.600689,1938,1633,0,0,0.4,1.2,?,2.155747,487000
'150 Page St #402',2.590396,1929,474,0,0,0.4,0.7,0.7,2.274115,300000
'2028 Bishop Rd',2.669358,1964,1514,0,0,0.6,?,2.2,2.244599,?
'201 Lomita Ave',2.640665,1957,1124,0,0,0.6,1.1,0.3,2.128014,?
'141 Gilzean Rd',2.544488,1984,1900,2,2,0.4,?,6.6,?,?
'15352 Snowy Plover Ct',2.611144,1999,1544,2,2,0.9,2.2,2.7,2.267534,283000
'425 1st St UNIT 4901',2.640433,2008,837,1,1,1.6,3.4,0.8,2.348581,?
'13750 E Collier Rd',2.604749,1949,1479,2,2,4.9,?,9.7,2.02282,?
'11623 Dawson Dr',2.706627,1981,2550,3,3,1.3,?,2.1,2.382425,?
'125 Red River Way',2.641242,1981,2763,2,2,0.4,?,0.6,2.261693,?
'2833 Terrace Dr',2.552151,1960,1800,0,0,7.6,?,7.4,2.162626,?
'1509 Koch Ln',2.675601,1969,2686,2,2,0.6,0.8,0.8,2.385905,1375000
'6600 5th Ave',2.582239,1929,1344,2,2,0.6,0.3,?,2.208625,?
'21345 Norwalk Blvd APT 115',2.543324,1979,800,2,2,0.6,0.2,0.6,2.156027,127000
'423 Valdez Ave',2.660331,1989,2550,2,2,0.1,?,1,2.325492,560000
'549 Clubhouse Dr',2.61773,1959,1268,0,0,0.6,?,1.4,2.305439,630000
'15625 On Orbit Dr',2.697672,1977,3637,3,3,2.7,2.5,1.9,2.428273,2598000
'5046 Miramar Ave',2.660115,1956,1332,2,2,0.5,1.5,1.2,2.155185,?
'1016 Teal Dr',2.662656,1963,1388,2,2,0.1,0.5,1.6,2.102258,?
'15391 Hume Dr',2.73127,1984,5690,3,3,2,1.4,1.4,?,?
'27466 Sunrise Farm Rd',2.764165,2001,6922,3,3,3,2.9,2.6,2.515579,7000000
'1945 Mount Vernon Ct APT 2',2.592368,1964,810,1,1,0.1,1.1,1,2.285137,505000
'1224 N Lemon Ave',2.724619,1987,4144,6,6,0.6,0.3,2.1,2.398498,?
'15040 Blue Oak Ln',2.552151,1986,1980,1,1,3.9,?,5.6,2.10272,?
'945 Macduff Ct',2.464686,2000,3175,4,4,1.5,0.9,1.8,2.386716,35000
'1300 W Slauson Ave',2.752754,1921,?,0,0,0.2,0.4,0.7,?,?
'4820 Salem Village Ct',2.631013,1972,1630,2,2,0.6,0.8,0.8,2.310892,700000
'944 Mouton Cir',2.647387,2000,1820,0,0,?,?,2.7,2.331868,795000
'6728 Hillpark Dr APT 307',2.582782,1966,999,0,0,0.6,1.9,1.2,2.274367,?
'2712 Southwest Dr',2.577302,1929,747,1,1,?,0.3,?,2.211022,?
'13800 Sycamore Dr',2.643224,1975,3015,4,4,2.5,3.8,5.1,2.277386,?
'4465 Commonwealth Ave',2.658365,1956,2333,0,0,0.4,0.3,0.3,2.300525,415000
'33000 Scott Dr',2.574318,2007,2267,7,7,0.4,0.4,0.4,2.277694,?
'631 Helensburg St',2.592721,1954,1080,2,2,0.2,1,2.5,2.078108,385000
'29 Mariposa Rd',2.629317,1921,1950,3,3,0.2,0.1,1,2.319046,414000
'20 Victorian Ct',2.622072,2004,2002,0,0,1.6,1.1,1.6,2.329595,910000
'1128 Munich Ter',2.644604,2004,1663,2,2,0.7,0.7,3.3,2.365416,?
'3460 Griffith Park Blvd',2.689189,1973,3338,0,0,0.8,1.2,0.5,2.425217,2300000
'351 Surrey St',2.644604,1925,750,1,1,?,?,?,2.166483,?
'8535 W West Knoll Dr APT 3',2.60524,1974,1139,1,1,0.6,2.5,1.2,2.303346,585000
'2724 S Harcourt Ave',2.616496,1914,1275,0,0,0.5,1.5,0.4,2.286544,519000
'1119 Laurel Ave',2.59118,1949,1296,4,4,1.8,1.8,1.7,2.285939,?
'9261 Loma St',2.647282,1960,2344,0,0,1.4,1.2,1.2,2.325969,978500
'8248 Claret Ct',2.642382,1979,2201,2,2,0.9,1.8,4,2.246735,682000
'1480 Montclaire Pl',2.721414,1952,2800,2,2,0.1,1.6,2.1,2.408539,1620000
'180 Forest Ln',2.6858,1965,2220,0,0,0.5,1.2,1.1,2.372289,?
'265 Lee Ave',2.625792,1921,2022,0,0,0.6,0.7,0.7,?,?
'3119 Josephine St',2.581555,1946,1338,2,2,0.4,1,2.2,2.177797,370000
'Meadowridge Rd',2.514714,?,?,?,?,0.6,?,4,?,?
'110 W Main Ave',2.588116,1920,960,0,0,0.3,0.2,1.8,2.261865,435000
'7551 Mica St',2.546312,1976,1450,3,3,8.2,7.5,5.4,2.240636,286133
'2256 Tampa Way',2.595817,1968,1283,1,1,0.5,?,0.4,2.305666,500000
'6405 Green Valley Cir UNIT 207',2.588116,1970,1347,0,0,1,1.9,1.9,2.289253,?
'3023 Greenbriar Ct',2.648837,1985,1662,2,2,0.1,0.4,1.1,2.342539,730500
'2800 Feliz Creek Rd',2.646755,?,?,?,?,9.5,11.6,12.2,?,?
'39563 Raccoon Dr',2.571202,1973,1088,0,0,3.5,3,7.1,2.213236,387500
'5281 1/2 Village Grn',2.584912,1942,963,0,0,0.3,2.1,0.9,2.171458,275000
'14218 Alder Creek Rd',2.613613,1978,2000,2,2,3.2,4.4,3.3,2.28348,550000
'3363 Lubich Dr',2.678103,1963,1873,4,4,1,1.8,0.3,2.37072,1200000
'2280 Sun Glory Ln #B',2.588116,1981,998,1,1,0.8,0.8,2.5,2.23374,?
'4165 Cesar Chavez St',2.657021,1977,?,1,1,0.5,0.2,?,2.383642,1420000
'3757 S Gramercy Pl',2.619102,1935,1386,2,2,?,?,?,2.298275,510000
'96 Terrace Ave',2.694591,1938,2280,2,2,1.6,?,6,2.41575,3100000
'1527 Fordham Ct',2.704828,2016,2130,2,2,0.5,?,1.2,2.382295,560000
'1336 Whitton Ave',2.61958,1900,1910,0,0,0.6,2.5,0.6,2.303603,390000
'4420 Malta Ct',2.558416,1996,1745,2,2,?,0.7,1.9,2.254186,315000
'1937 W 42nd Pl',2.605922,1921,1265,1,1,0.4,0.9,?,2.302744,632500
'2480 Silver Lake Blvd',2.616496,1929,?,2,2,0.4,?,?,2.330892,720000
'3143 Shriver Dr',2.640665,1972,1376,3,3,0.5,0.6,0.4,2.223526,?
'1214 Arlington Ave',2.674053,1922,3749,2,2,?,0.2,1.1,2.378592,1300000
'14359 Saratoga Ave APT A',2.617893,1972,1210,0,0,1.1,1,0.4,2.289439,?
'4640 Hilltop Rd',2.631347,1974,2244,0,0,0.7,1.3,2.4,2.308808,585000
'5929 S Mansfield Ave',2.60224,1938,1915,0,0,?,2.3,?,2.317239,?
'205 Valley Vista Ln',2.64378,1979,2484,0,0,3.7,?,1.4,2.218305,?
'764 Arkansas St',2.667264,1916,?,3,3,0.2,?,0.4,2.184062,?
'1510 S Barrington Ave APT 203',2.59748,1985,830,0,0,0.4,?,0.3,2.286618,469000
'221 Felix St',2.624329,1985,1200,2,2,0.5,0.5,2.7,2.29834,599000
'400 S Barrington Ave APT 301',2.649144,2008,2043,0,0,?,1.8,1.1,2.374082,1200000
'12680 Central Ave',2.60224,2000,2600,0,0,0.4,4.2,4.3,2.281233,411500
'3433 W 58th Pl',2.609416,1924,1275,2,2,0.7,1.3,?,2.300031,608000
'3378 Brittan Ave',2.627224,1972,1040,0,0,1,1.6,1.4,2.348669,1025000
'20288 La Paloma Ave',2.714459,2006,3322,2,2,1.1,0.9,0.4,2.423583,722500
'2420 Glendower Ave',2.674918,1950,3167,0,0,?,1.3,1,2.191985,?
'5400 W 82nd St',2.611323,1950,1448,2,2,1,?,?,2.308739,?
'2262 7th Ave',2.522891,1984,697,0,0,0.2,3,1.2,2.189399,140000
'408 Giannotta Way #408',2.544488,2016,1800,0,0,0.3,?,1.2,?,?
'1019 September Dr',2.672108,1960,1482,2,2,0.6,0.3,0.7,2.412189,?
'725 Duncan St',2.723833,1951,3222,2,2,0.5,0.4,?,2.471301,4100000
'320 Chestnut Ave',2.600689,1953,810,1,1,0.3,?,1.5,2.27235,465000
'3150 Edgewood Ln',2.651105,2000,2926,3,3,1.9,?,3.2,2.333622,900000
'7267 10th Ave',2.604749,1955,1528,0,0,7.2,?,8.6,2.182089,?
'627 Belmont Ave',2.671204,1963,?,0,0,?,1.8,0.7,?,?
'1918 Valeria Ave',2.526223,1949,2100,2,2,0.2,1.2,0.3,2.051984,?
'515 Calle Buena Vis',2.62366,2005,2034,2,2,0.3,9,1.7,2.312466,726000
'916 Lundy Ln',2.621996,2019,2275,2,2,1.5,0.3,2.3,2.238824,?
'11503 S New Hampshire Ave',2.584912,?,?,?,?,0.4,1.1,0.8,?,?
'565 Olive St',2.709382,1952,2790,1,1,0.4,0.4,1.7,2.406778,?
'2492 Tierra Heights Rd',2.536953,2007,1499,10,10,1.6,?,?,2.122554,?
'110 Carnelian Rd',2.641815,1990,1580,2,2,0.8,0.3,1.2,2.327413,724000
'464 Clinton St',2.631347,1961,1705,1,1,0.6,1.4,0.3,2.316828,790000
'1625 1/2 S St Andrews Pl',2.718644,1971,15452,25,25,0.7,1,0.6,?,?
'230 Ogle Ave',2.508969,1984,1762,2,2,1.1,1,5.9,2.147837,172568
'2160 Trinity Rd',2.552151,1980,?,?,?,2.2,4.6,6.7,2.273016,?
'960 Thicket Dr',2.59693,2004,1742,0,0,?,1.2,?,2.288709,?
'29086 Watercress Rd',2.552151,1994,2391,3,3,9.8,?,5.8,2.191276,270000
'2100 Old Calaveras Rd',2.706627,2001,4954,3,3,0.8,2.1,2,2.400073,?
'1 E 38th Ave',2.639495,1953,1080,1,1,0.3,1.1,1.3,2.206373,?
'264 N 9th St',2.454409,1997,1216,2,1,0.3,?,1.5,2.055986,130000
'2498 Loy Ln',2.600165,1936,1314,0,0,0.6,?,1.1,2.223469,229000
'14 Joy St',2.65792,1910,2225,0,0,0.4,1.6,?,2.369579,1240000
'46 San Jose Ave',2.650358,1948,2010,0,0,2.3,?,4.2,2.305916,530000
'1464 Hermocilla Way',2.474652,1998,1491,2,2,0.6,0.8,1.6,2.291496,385000
'532 N Rossmore Ave APT 406',2.566256,1972,720,0,0,0.8,0.8,2.1,2.005488,?
'2246 S Ridgeley Dr',2.631013,1977,?,0,0,0.3,?,1.2,2.164804,?
'9864 Meadowlark Way',2.575826,1965,2283,3,3,1.4,?,0.4,2.20256,?
'823 S Mary Ave',2.667765,1954,1240,2,2,0.4,0.4,1.9,2.333849,808000
'821 N Humboldt St APT 307',2.607644,1965,1204,1,1,3.5,3.4,0.2,2.291552,480000
'5850 Maracaibo Dr',2.663522,1971,2029,2,2,0.6,1.2,0.6,2.354822,910000
'425 Terrace Dr',2.632667,1949,1589,1,1,0.1,1.6,0.3,2.303407,525000
'111 Stoney Creek Rd',2.603756,1985,1673,2,2,1.2,1.5,1.3,2.298946,570000
'17021 Robinson Rd',2.577302,1988,2700,3,3,6.5,?,6.5,2.221097,335000
'1346 Stevenson St #201B',2.557167,1997,600,0,0,0.7,0.6,0.7,2.133831,103000
'15306 Pauma Valley Dr',2.569591,1979,4238,3,3,1,?,2.1,2.315683,?
'420 Nicholas Dr',2.681293,1998,2025,2,2,0.8,2.1,1.9,2.359399,1035000
'5511 Baltimore St',2.621226,1921,1144,2,2,0.3,?,0.1,2.317897,710000
'1040 W Kensington Rd',2.6744,1905,2448,0,0,0.4,?,0.8,2.343512,1000000
'726 N Arrowhead Ave',2.52005,1904,1636,2,2,0.2,1.6,2.2,2.228808,220000
'41 Cuvier St',2.618136,1900,?,1,1,0.5,1,1,?,1200000
'2170 Century Park E APT 1104',2.59953,1966,853,0,0,1.4,?,3.3,2.292838,?
'1262 Manzano Way',2.669358,1955,2441,2,2,0.2,2,3.8,?,1251000
'616 Huntley Dr #1',2.661773,1979,2280,0,0,0.4,2.7,1.3,2.390027,1585000
'4096 17th St APT 106',2.59118,1965,525,1,1,0.3,0.5,0.6,2.300701,?
'5580 Starcrest Dr',2.619738,1964,1354,2,2,1.1,2.5,0.4,2.303639,320000
'42635 Pinecliff St',2.541902,1988,1280,2,2,?,?,10.1,2.20661,?
'2587 Emerson St',2.716219,1950,2622,2,2,0.4,1.2,1.4,2.419202,1999750
'362 Georgetown Ave',2.735986,1928,4890,2,2,0.3,0.5,0.3,2.439865,2170000
'720 Lagunita Dr',2.672999,1979,2800,2,2,1.3,2,3.6,2.349613,1125000
'1658 48th Ave',2.608349,1907,489,0,0,0.4,0.7,1.7,2.318881,?
'31529 Calle De Las Estrellas',2.598014,2020,2748,5,3,0.1,2.8,2.8,2.094484,?
'25900 Fairbanks Ln',2.549506,1974,2329,0,0,3.7,?,3.5,2.204033,?
'3526 Gleason Ave',2.591777,1912,1579,6,2,0.4,0.5,1.2,2.222204,142000
'1286 Foxwood Dr',2.62321,1985,1480,2,2,0.2,1.8,0.1,2.300953,493000
'1941 N New Hampshire Ave',2.638902,1921,1250,0,0,?,1,1,2.242627,177000
'254 Maynard St',2.632667,1939,?,1,1,?,?,0.6,2.330721,805000
'311 Frost Ln',2.579461,1981,1300,2,2,?,?,3.4,2.279155,480000
'1130 Lynndale Dr',2.674573,2020,4200,3,3,0.6,1.6,0.5,2.283343,665000
'446 Lerida Ave',2.710666,2015,2802,1,1,0.3,?,0.7,2.420231,1250000
'1584 San Ramon Ln',2.545633,1994,1550,2,2,1.5,?,1.4,2.118167,?
'154 Julian Ave',2.681293,1911,2382,1,1,0.6,0.5,0.4,2.397897,1570000
'10103 E Alder Creek Rd',2.626512,1978,1942,2,2,5,1.5,3.5,2.272007,350000
'470-375 Lee Rd',2.530537,1978,1440,0,0,10.4,?,27.6,?,?
'421 Grove St',2.648735,1953,2106,2,2,0.4,2.2,1.9,2.358452,1295000
'1354 Stevenson St',2.620915,1907,925,1,1,0.7,0.6,0.6,2.340577,790000
'1189 Lawndale Rd',2.698863,1978,2557,6,6,1.4,7.1,6.5,2.282655,?
'1001 Pine St UNIT 1310',2.60524,1964,616,1,1,0.4,1.6,?,2.267281,360000
'9207 S Central Ave',2.571994,2008,1588,2,2,0.4,0.7,?,2.225141,?
'1241 Loma Vista Dr',2.779943,2020,6533,0,0,1.3,?,2.5,2.534099,?
'885 Myrtle St',2.609508,1936,837,1,1,0.7,0.6,0.8,2.302584,520000
'550 Glenwood Ln',2.58874,1986,1410,2,2,1.5,?,5.2,2.256059,455000
'927 N Kings Rd APT 303',2.587991,1969,930,1,1,0.5,2.2,0.8,2.271955,410000
'321 N San Mateo Dr',2.627929,2000,1120,2,2,0.7,1.5,0.4,2.295317,500000
'718 Timberpine Ave',2.694591,2013,3106,2,2,0.6,1.1,0.8,?,1488500
'817 Rockdale Dr',2.65145,1928,1125,2,2,0.3,1.1,?,2.360689,950000
'42104 Digger Ave',2.603506,1965,2918,0,0,7.4,?,?,2.231871,295000
'3756 Brilliant Dr',2.638902,2018,2440,0,0,0.8,?,1.7,?,1174500
'1506 Hillsdale Ave',2.644604,1959,1985,2,2,0.4,1,1.6,2.247607,?
'1234 Wilshire Blvd APT 201',2.574318,2006,830,0,0,0.4,0.3,0.6,2.277678,?
'1133 Tere Ct UNIT 10',2.501523,2020,1504,2,2,?,2.5,5.3,1.665905,7000
'846 Pinon Ave',2.664498,1955,1470,2,2,0.1,0.8,0.3,2.134793,?
'638-640 E 21st St',2.622072,2020,2234,0,0,0.1,?,?,?,?
'426 27th St APT 203B',2.592368,2003,1248,1,1,?,?,?,2.327964,650000
'1299 Lynhurst Way',2.52085,1967,1475,2,2,0.8,0.3,1.1,2.331797,731000
'13931 Loquat Ct',2.688706,1961,2348,2,2,0.3,0.5,0.6,2.379177,995000
'125 W 119th St',2.581555,1927,1216,2,2,?,0.6,?,2.063985,?
'1728 E 123rd St',2.566256,1945,955,1,1,0.5,0.3,0.8,2.183252,150500
'1873 Alameda De Las Pulgas',2.676446,1952,1650,0,0,0.2,0.5,0.5,2.332454,859000
'3445 Vittoria Pl UNIT 5',2.492108,2003,1810,2,2,2.2,?,1.6,2.328788,265000
'44 Lundys Ln #A',2.668224,0,?,0,0,0.5,0.9,1,2.33871,775000
'20560 Arbeleche Ln',2.674331,2004,2231,2,2,1,1,0.3,2.402185,1880000
'3022 Blanchard St',2.59748,1907,1400,0,0,0.3,1.1,?,2.25429,400000
'8210 Alverstone Ave',2.635857,1944,2143,0,0,0.5,?,?,2.246104,305000
'3443 Madera Ave',2.652767,1926,?,0,0,0.4,?,?,2.338669,362000
'4691 Albany Cir APT 145',2.613959,1982,1383,1,1,0.8,1.8,1.5,2.278579,?
'2595 Yosemite Pnes',2.555202,1953,468,0,0,13.6,?,12.4,2.073154,?
'822 E 104th St',2.604254,1924,528,0,0,0.3,0.8,?,2.209321,235000
'111 Bean Creek Rd UNIT 8',2.580025,1984,1197,0,0,1.8,0.1,2,2.263593,401000
'21490 Almaden Rd',2.638902,1850,1700,2,2,2.3,2.7,2.8,2.205347,740000
'929 W 77th St',2.552151,1921,1250,0,0,0.1,1,1,2.129175,?
'935 Lawton St',2.647282,1947,1554,2,2,0.2,?,0.6,2.381647,?
'1373 E Via Viola Way',2.553182,2018,1589,2,2,0.2,?,1.6,2.249655,363500
'1000 4th St',2.503555,1974,1476,0,0,0.7,0.8,0.9,2.154734,160000
'55540 Flintridge Dr',2.544256,1980,2000,0,0,2.9,?,?,2.272624,?
'1624 Church Ave',2.634281,1954,1470,0,0,0.3,1.7,2.1,2.205588,?
'4052 Scripps Ave',2.687939,1955,1648,2,2,0.7,0.7,1.6,2.157634,?
'1140 Hawthorne Dr',2.639495,1946,1120,0,0,0.2,1.1,1.5,2.337038,709500
'1602 Montevideo Ln',2.609508,1960,1040,2,2,0.4,0.3,0.7,2.324607,560000
'11295 Highway 9',2.588116,1922,1200,0,0,1.4,3.2,3.3,1.909453,?
'2033 Glencoe Way',2.718034,2019,4010,1,1,0.6,1.2,0.5,2.413522,?
'1176 California Cir',2.614815,2020,1236,2,2,1,1.2,1.1,2.288838,?
'19061 Olsen Ln',2.580585,1950,1100,0,0,?,?,1.6,2.196778,228000
'1509 W Hedding St',2.609967,1949,1010,1,1,0.5,0.5,0.6,2.300575,389000
'79 Idlewood Dr',2.644604,2000,1900,0,0,0.4,1.8,0.5,2.293262,464000
'25 Ridge Ct',2.527689,1960,2161,1,1,6.9,10,7,?,375000
'1512 S Acacia Ave',2.567105,1953,1252,2,2,0.2,?,0.6,2.234202,190000
'869 Browns Valley Rd',2.670287,1974,2893,7,7,2.9,?,5.2,2.189801,?
'1628 8th St',2.635545,1924,1212,0,0,0.8,1.4,1.7,2.298055,157000
'410 Monte Sereno',2.640374,1980,3263,0,0,4.3,3.5,5.7,2.325425,860000
'4041 Via Marisol APT 211',2.566085,1982,1096,0,0,0.5,1.6,1.5,2.249524,470000
'363 Tempo Ln',2.647282,2016,2497,2,2,0.6,2,2.2,2.374627,1266500
'1251 Van Dyck Dr',2.677114,1966,1912,2,2,0.8,2.6,0.8,2.293385,389000
'120 College Ter APT B',2.679718,1973,3155,3,3,1.4,6.4,0.6,2.363113,1093000
'305 Indian Meadows Ave',2.490934,1978,1892,2,2,1,?,73.9,2.117526,?
'10835 Queensland St',2.690279,1940,896,2,2,0.4,0.3,2.5,2.363188,1220000
'802 Hiawatha Dr',2.618258,1971,1353,1,1,?,?,?,2.282255,400000
'1707 County Road 100',2.511537,1998,3372,2,2,7.6,?,7.4,2.177026,?
'12980 Adobe Creek Rd',2.5232,?,?,?,?,18.7,20.1,20.8,2.175697,200000
'4190 Mcconnell Blvd',2.652185,1924,1104,0,0,1.9,2.1,2.1,2.31921,408000
'135 Parker Ave',2.671313,1926,?,1,1,0.6,0.3,0.6,?,?
